#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_normals n_plane t_plane t_normals_feature
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_116/room_2/complete_cloud.pcd 4452197 504862 414618 346965 1.97089 0.910781 1.17643 3.59754 3 12.8846 0.747602
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_120/room_1/complete_cloud.pcd 4455102 489256 407434 353055 1.54472 1.45523 3.22327 3.43659 2 7.58318 0.811594
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_124/room_2/complete_cloud.pcd 4494090 503585 419948 341276 1.79434 0.843992 1.84502 3.74002 3 12.2394 0.856212
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_128/room_2/complete_cloud.pcd 4460262 497434 421147 384878 2.20107 0.489575 2.20171 3.68033 2 11.8179 1.12134
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_130/room_2/complete_cloud.pcd 4435422 507347 413296 333407 2.02686 0.900891 1.98189 3.80486 3 11.9464 0.831187
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_132/room_1/complete_cloud.pcd 4413638 503356 411771 297741 1.89047 1.17967 2.14424 4.01653 4 22.2258 0.801224
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_138/room_2/complete_cloud.pcd 4436705 520602 429566 366842 1.95172 0.925308 1.18473 4.70514 3 16.9113 0.862857
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_139/room_2/complete_cloud.pcd 4420319 481225 401989 344231 2.08612 0.894852 2.14079 3.74877 2 13.6311 0.900316
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_141/room_2/complete_cloud.pcd 4387533 505271 414116 389049 1.71562 1.31019 1.5499 3.87574 2 7.84775 0.931994
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_144/room_2/complete_cloud.pcd 4480987 489416 410067 305665 1.62488 1.13429 1.76032 3.78621 4 11.3456 0.844578
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_148/room_2/complete_cloud.pcd 4456798 513460 426992 270955 1.98593 1.11975 1.11739 3.88992 5 25.8527 0.709337
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_150/room_2/complete_cloud.pcd 4470992 502908 418092 357931 2.0151 0.495138 1.19371 4.27483 2 14.2421 1.11951
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_152/room_2/complete_cloud.pcd 4455040 484208 396030 319502 2.02483 1.15998 1.44047 3.65355 3 19.1534 0.797755
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_156/room_2/complete_cloud.pcd 4460562 516392 418059 287269 1.55447 0.914112 1.12433 3.85516 4 11.7334 0.947136
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_158/room_1/complete_cloud.pcd 4475629 500959 415959 356979 1.81012 0.497873 1.43785 3.99351 2 7.65839 0.987762
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_162/room_2/complete_cloud.pcd 4469018 493853 410369 308023 2.05384 0.926488 2.05435 3.94982 3 14.4463 0.729628
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_166/room_2/complete_cloud.pcd 4473983 515704 428378 278447 2.1333 0.522959 1.87477 4.6556 5 25.0555 0.689123
